,fdc_id,data_type,description,food_category_id,protein_value,fat_value,carbohydrate_value
2753,171812,sr_legacy_food,"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
2754,171813,sr_legacy_food,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
2755,171814,sr_legacy_food,"Beef, short loin, top loin steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",,4.0,9.0,4.0
2756,171815,sr_legacy_food,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
2757,171816,sr_legacy_food,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
2758,171817,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",,4.27,9.02,3.87
2759,171818,sr_legacy_food,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",,4.27,9.02,3.87
2760,171819,sr_legacy_food,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
2761,171820,sr_legacy_food,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
2762,171869,sr_legacy_food,"Beverages, carbonated, tonic water",,3.36,8.37,3.87
2763,171870,sr_legacy_food,"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",,4.0,9.0,4.0
2764,171871,sr_legacy_food,"Beverages, carbonated, root beer",,3.36,8.37,3.87
2765,171872,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Gamay",,3.36,8.37,3.92
2766,171876,sr_legacy_food,"Beverages, carbonated, low calorie, cola or pepper-types, with sodium saccharin, contains caffeine",,3.87,8.37,3.36
2767,171882,sr_legacy_food,"Beverages, Clam and tomato juice, canned",,3.8,8.8,4.0
2768,171886,sr_legacy_food,"Beverages, Cocoa mix, no sugar added, powder",,4.0,9.0,4.0
2769,171889,sr_legacy_food,"Beverages, coffee, brewed, prepared with tap water, decaffeinated",,3.47,8.37,4.07
2770,171890,sr_legacy_food,"Beverages, coffee, brewed, prepared with tap water",,3.47,8.37,4.07
2771,171891,sr_legacy_food,"Beverages, coffee, brewed, espresso, restaurant-prepared",,3.47,8.37,4.07
2772,171893,sr_legacy_food,"Beverages, coffee, instant, regular, powder",,3.47,8.37,4.07
2773,171897,sr_legacy_food,"Beverages, coffee, instant, with chicory",,3.2,8.37,4.1
2774,171902,sr_legacy_food,"Beverages, cranberry-grape juice drink, bottled",,3.36,8.37,3.9
2775,171903,sr_legacy_food,"Cranberry juice cocktail, bottled",,3.36,8.37,3.9
2776,171904,sr_legacy_food,"Cranberry juice cocktail, bottled, low calorie, with calcium, saccharin and corn sweetener",,4.0,9.0,4.0
2777,171912,sr_legacy_food,"Beverages, citrus fruit juice drink, frozen concentrate",,3.36,8.37,3.9
2778,171916,sr_legacy_food,"Beverages, grape drink, canned",,3.36,8.37,3.9
2779,171918,sr_legacy_food,"Beverages, tea, instant, lemon, with added ascorbic acid",,2.44,8.37,3.9
2780,171919,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof",,,,4.12
2781,171920,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",,,,4.12
2782,171922,sr_legacy_food,"Beverages, water, bottled, non-carbonated, EVIAN",,0.0,0.0,0.0
2783,171924,sr_legacy_food,"Beverages, WENDY'S, tea, ready-to-drink, unsweetened",,4.0,9.0,4.0
2784,171925,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Merlot",,3.36,8.37,3.92
2785,171948,sr_legacy_food,"Fish, bass, striped, raw",,4.27,9.02,3.87
2786,171949,sr_legacy_food,"Fish, bluefish, raw",,4.27,9.02,3.87
2787,171950,sr_legacy_food,"Fish, burbot, raw",,4.27,9.02,3.87
2788,171951,sr_legacy_food,"Fish, butterfish, raw",,4.27,9.02,3.87
2789,171952,sr_legacy_food,"Fish, carp, raw",,4.27,9.02,3.87
2790,171953,sr_legacy_food,"Fish, cisco, raw",,4.27,9.02,3.87
2791,171954,sr_legacy_food,"Fish, cisco, smoked",,4.27,9.02,3.87
2792,171955,sr_legacy_food,"Fish, cod, Atlantic, raw",,4.27,9.02,3.87
2793,171956,sr_legacy_food,"Fish, cod, Atlantic, cooked, dry heat",,4.27,9.02,3.87
2794,171957,sr_legacy_food,"Fish, croaker, Atlantic, cooked, breaded and fried",,4.27,9.02,3.87
2795,171958,sr_legacy_food,"Fish, cusk, raw",,4.27,9.02,3.87
2796,171959,sr_legacy_food,"Fish, mahimahi, raw",,4.27,9.02,3.87
2797,171960,sr_legacy_food,"Fish, drum, freshwater, raw",,4.27,9.02,3.87
2798,171961,sr_legacy_food,"Fish, gefiltefish, commercial, sweet recipe",,4.27,9.02,4.0
2799,171962,sr_legacy_food,"Fish, grouper, mixed species, raw",,4.27,9.02,3.87
2800,171963,sr_legacy_food,"Fish, grouper, mixed species, cooked, dry heat",,4.27,9.02,3.87
2801,171964,sr_legacy_food,"Fish, haddock, raw",,4.27,9.02,3.87
2802,171965,sr_legacy_food,"Fish, halibut, Greenland, raw",,4.27,9.02,3.87
2803,171966,sr_legacy_food,"Crustaceans, crab, blue, canned",,4.27,9.02,4.11
2804,171967,sr_legacy_food,"Crustaceans, crab, blue, crab cakes, home recipe",,4.27,8.84,3.68
2805,171968,sr_legacy_food,"Crustaceans, crab, dungeness, raw",,4.27,9.02,4.11
2806,171969,sr_legacy_food,"Crustaceans, crab, queen, raw",,4.27,9.02,4.11
2807,171970,sr_legacy_food,"Crustaceans, shrimp, mixed species, cooked, breaded and fried",,4.27,8.84,3.68
2808,171971,sr_legacy_food,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",,4.27,9.02,4.11
2809,171972,sr_legacy_food,"Crustaceans, shrimp, mixed species, canned",,4.27,9.02,4.11
2810,171973,sr_legacy_food,"Crustaceans, shrimp, mixed species, imitation, made from surimi",,4.27,9.02,3.87
2811,171974,sr_legacy_food,"Mollusks, clam, mixed species, cooked, breaded and fried",,4.27,8.84,4.12
2812,171975,sr_legacy_food,"Mollusks, clam, mixed species, cooked, moist heat",,4.27,9.02,4.11
2813,171976,sr_legacy_food,"Mollusks, clam, mixed species, canned, drained solids",,4.27,9.02,4.11
2814,171977,sr_legacy_food,"Mollusks, clam, mixed species, canned, liquid",,4.27,9.02,4.11
2815,171978,sr_legacy_food,"Mollusks, oyster, eastern, wild, raw",,4.27,9.02,4.11
2816,171979,sr_legacy_food,"Mollusks, oyster, eastern, cooked, breaded and fried",,4.27,9.02,4.12
2817,171980,sr_legacy_food,"Mollusks, oyster, eastern, wild, cooked, moist heat",,4.27,9.02,4.11
2818,171981,sr_legacy_food,"Mollusks, oyster, eastern, canned",,4.27,9.02,4.11
2819,171982,sr_legacy_food,"Mollusks, squid, mixed species, cooked, fried",,4.27,8.84,4.12
2820,171983,sr_legacy_food,"Mollusks, whelk, unspecified, raw",,4.27,9.02,4.11
2821,171984,sr_legacy_food,"Mollusks, whelk, unspecified, cooked, moist heat",,4.27,9.02,4.11
2822,171985,sr_legacy_food,"Fish, salmon, chinook, smoked, (lox), regular",,4.27,9.02,3.87
2823,171986,sr_legacy_food,"Fish, tuna, light, canned in water, without salt, drained solids",,4.27,9.02,3.87
2824,171987,sr_legacy_food,"Fish, tuna, white, canned in oil, without salt, drained solids",,4.27,9.0,3.87
2825,171988,sr_legacy_food,"Fish, tuna, white, canned in water, without salt, drained solids",,4.27,9.02,3.87
2826,171989,sr_legacy_food,"Fish, bass, freshwater, mixed species, cooked, dry heat",,4.27,9.02,3.87
2827,171990,sr_legacy_food,"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",,4.27,9.02,3.87
2828,171991,sr_legacy_food,"Fish, cusk, cooked, dry heat",,4.27,9.02,3.87
2829,171992,sr_legacy_food,"Fish, mahimahi, cooked, dry heat",,4.27,9.02,3.87
2830,171993,sr_legacy_food,"Fish, drum, freshwater, cooked, dry heat",,4.27,9.02,3.87
2831,171994,sr_legacy_food,"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",,4.27,9.02,3.87
2832,171995,sr_legacy_food,"Fish, milkfish, cooked, dry heat",,4.27,9.02,3.87
2833,171996,sr_legacy_food,"Fish, monkfish, cooked, dry heat",,4.27,9.02,3.87
2834,171997,sr_legacy_food,"Fish, pike, walleye, cooked, dry heat",,4.27,9.02,3.87
2835,171998,sr_legacy_food,"Fish, salmon, Atlantic, wild, cooked, dry heat",,4.27,9.02,3.87
2836,171999,sr_legacy_food,"Fish, salmon, chinook, cooked, dry heat",,4.27,9.02,3.87
2837,172000,sr_legacy_food,"Fish, salmon, chum, cooked, dry heat",,4.27,9.02,3.87
2838,172001,sr_legacy_food,"Fish, salmon, pink, cooked, dry heat",,4.27,9.02,3.87
2839,172002,sr_legacy_food,"Fish, sucker, white, cooked, dry heat",,4.27,9.02,3.87
2840,172003,sr_legacy_food,"Fish, sunfish, pumpkin seed, cooked, dry heat",,4.27,9.02,3.87
2841,172004,sr_legacy_food,"Fish, trout, mixed species, cooked, dry heat",,4.27,9.02,3.87
2842,172005,sr_legacy_food,"Fish, tuna, skipjack, fresh, cooked, dry heat",,4.27,9.02,3.87
2843,172006,sr_legacy_food,"Fish, tuna, yellowfin, fresh, cooked, dry heat",,4.27,9.02,3.87
2844,172007,sr_legacy_food,"Crustaceans, crab, dungeness, cooked, moist heat",,4.27,9.02,4.11
2845,172008,sr_legacy_food,"Crustaceans, crab, queen, cooked, moist heat",,4.27,9.02,4.11
2846,172009,sr_legacy_food,"Crustaceans, spiny lobster, mixed species, cooked, moist heat",,4.27,9.02,4.11
2847,172010,sr_legacy_food,"Mollusks, cuttlefish, mixed species, cooked, moist heat",,4.27,9.02,4.11
2848,172011,sr_legacy_food,"Beerwurst, beer salami, pork and beef",,4.27,9.02,3.68
2849,172012,sr_legacy_food,"Bologna, beef",,4.27,9.02,3.87
2850,172013,sr_legacy_food,"Bologna, beef and pork",,4.27,9.02,3.87
2851,172014,sr_legacy_food,"Pasta, cooked, unenriched, with added salt",,3.91,8.37,4.12
2852,172015,sr_legacy_food,"Cornmeal, degermed, unenriched, white",,3.46,8.37,4.16
2853,172016,sr_legacy_food,"Wheat flour, white (industrial), 9% protein, bleached, enriched",,4.05,8.37,4.12
2854,172017,sr_legacy_food,"Wheat flour, white (industrial), 9% protein, bleached, unenriched",,4.05,8.37,4.12
2855,172018,sr_legacy_food,"Wheat flour, white (industrial), 10% protein, bleached, enriched",,4.05,8.37,4.12
2856,172019,sr_legacy_food,"Wheat flour, white (industrial), 10% protein, bleached, unenriched",,4.05,8.37,4.12
2857,172020,sr_legacy_food,"Wheat flour, white (industrial), 13% protein, bleached, unenriched",,4.05,8.37,4.12
2858,172021,sr_legacy_food,"Wheat flour, white (industrial), 15% protein, bleached, enriched",,4.05,8.37,4.12
2859,172022,sr_legacy_food,"Wheat flour, white (industrial), 15% protein, bleached, unenriched",,4.05,8.37,4.12
2860,172023,sr_legacy_food,Millet flour,,4.0,9.0,4.0
2861,172024,sr_legacy_food,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, cooked (Includes foods for USDA's Food Distribution Program)",,3.78,8.37,3.95
2862,172025,sr_legacy_food,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry (Includes foods for USDA's Food Distribution Program)",,3.78,8.37,3.95
2863,172026,sr_legacy_food,"Pasta, gluten-free, brown rice flour, cooked, TINKYADA",,4.12,8.37,3.41
2864,172027,sr_legacy_food,"Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST",,3.78,8.37,3.95
2865,172028,sr_legacy_food,"Fast Foods, biscuit, with egg and sausage",,4.13,8.8,3.95
2866,172029,sr_legacy_food,"Fast foods, biscuit, with egg, cheese, and bacon",,4.22,8.8,3.94
2867,172030,sr_legacy_food,"Fast foods, biscuit, with ham",,4.03,8.67,3.95
2868,172031,sr_legacy_food,"Fast foods, biscuit, with sausage",,4.01,8.75,3.95
2869,172032,sr_legacy_food,"Fast foods, english muffin, with cheese and sausage",,4.12,8.89,3.94
2870,172034,sr_legacy_food,"Fast foods, english muffin, with egg, cheese, and sausage",,4.19,8.9,3.94
2871,172035,sr_legacy_food,"Fast foods, french toast sticks",,3.61,8.83,3.92
2872,172036,sr_legacy_food,"Fast foods, sundae, strawberry",,4.27,8.79,3.87
2873,172037,sr_legacy_food,"Fast foods, shrimp, breaded and fried",,4.23,8.89,3.83
2874,172038,sr_legacy_food,"Fast foods, burrito, with beans",,3.68,8.37,3.96
2875,172039,sr_legacy_food,"Fast foods, burrito, with beans and cheese",,3.76,8.71,3.98
2876,172079,sr_legacy_food,"Fast foods, miniature cinnamon rolls",,4.0,9.0,4.0
2877,172080,sr_legacy_food,"Fast foods, hamburger; double, large patty; with condiments, vegetables and mayonnaise",,4.0,9.0,4.0
2878,172084,sr_legacy_food,"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",,4.0,9.0,4.0
2879,172089,sr_legacy_food,"Spaghetti with meat sauce, frozen entree",,4.0,9.0,4.0
2880,172090,sr_legacy_food,"Beef macaroni with tomato sauce, frozen entree, reduced fat",,4.0,9.0,4.0
2881,172091,sr_legacy_food,"Pasta with Sliced Franks in Tomato Sauce, canned entree",,4.0,9.0,4.0
2882,172094,sr_legacy_food,"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",,4.0,9.0,4.0
2883,172096,sr_legacy_food,"Pizza, pepperoni topping, regular crust, frozen, cooked",,4.0,9.0,4.0
2884,172115,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
2885,172116,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
2886,172117,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",,4.27,9.02,3.87
2887,172118,sr_legacy_food,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
2888,172119,sr_legacy_food,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,4.27,9.02,3.87
2889,172120,sr_legacy_food,"Beef, round, knuckle, tip side, steak, separable lean and fat , trimmed to 0"" fat, select, raw",,4.27,9.02,3.87
2890,172121,sr_legacy_food,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,4.27,9.02,3.87
2891,172122,sr_legacy_food,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
2892,172123,sr_legacy_food,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, raw",,4.27,9.02,3.87
2893,172124,sr_legacy_food,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,4.27,9.02,3.87
2894,172125,sr_legacy_food,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
2895,172126,sr_legacy_food,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,4.27,9.02,3.87
2896,172127,sr_legacy_food,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,4.27,9.02,3.87
2897,172128,sr_legacy_food,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
2898,172129,sr_legacy_food,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,4.27,9.02,3.87
2899,172130,sr_legacy_food,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, raw",,4.27,9.02,3.87
2900,172131,sr_legacy_food,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
2901,172132,sr_legacy_food,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, raw",,4.27,9.02,3.87
2902,172133,sr_legacy_food,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
2903,172134,sr_legacy_food,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",,4.27,9.02,3.87
2904,172135,sr_legacy_food,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
2905,172136,sr_legacy_food,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,4.27,9.02,3.87
2906,172161,sr_legacy_food,"Beef, ground, unspecified fat content, cooked",,4.27,9.02,3.87
2907,172175,sr_legacy_food,"Cheese, blue",,4.27,8.79,3.87
2908,172176,sr_legacy_food,"Cheese, brick",,4.27,8.79,3.87
2909,172177,sr_legacy_food,"Cheese, brie",,4.27,8.79,3.87
2910,172178,sr_legacy_food,"Cheese, camembert",,4.27,8.79,3.87
2911,172179,sr_legacy_food,"Cheese, cottage, creamed, large or small curd",,4.27,8.79,3.87
2912,172180,sr_legacy_food,"Cheese, cottage, creamed, with fruit",,4.27,8.79,3.87
2913,172181,sr_legacy_food,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",,4.27,8.79,3.87
2914,172183,sr_legacy_food,"Egg, white, raw, fresh",,4.36,9.02,3.68
2915,172184,sr_legacy_food,"Egg, yolk, raw, fresh",,4.36,9.02,3.68
2916,172185,sr_legacy_food,"Egg, whole, cooked, omelet",,4.36,9.02,3.68
2917,172186,sr_legacy_food,"Egg, whole, cooked, poached",,4.36,9.02,3.68
2918,172187,sr_legacy_food,"Egg, whole, cooked, scrambled",,4.36,9.02,3.68
2919,172189,sr_legacy_food,"Egg, duck, whole, fresh, raw",,4.36,9.02,3.68
2920,172190,sr_legacy_food,"Egg, goose, whole, fresh, raw",,4.36,9.02,3.68
2921,172191,sr_legacy_food,"Egg, quail, whole, fresh, raw",,4.36,9.02,3.68
2922,172192,sr_legacy_food,"Egg, turkey, whole, fresh, raw",,4.36,9.02,3.68
2923,172193,sr_legacy_food,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A",,4.27,8.79,3.87
2924,172194,sr_legacy_food,"Milk, canned, evaporated, with added vitamin A",,4.27,8.79,3.87
2925,172195,sr_legacy_food,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",,4.27,8.79,3.87
2926,172196,sr_legacy_food,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D",,4.27,8.79,3.87
2927,172197,sr_legacy_food,"Cheese, goat, hard type",,4.27,8.79,3.87
2928,172198,sr_legacy_food,"Cheese substitute, mozzarella",,4.27,8.79,3.87
2929,172200,sr_legacy_food,"Cheese sauce, prepared from recipe",,4.08,8.92,3.95
2930,172201,sr_legacy_food,"Cheese, mexican, queso anejo",,4.27,8.79,3.87
2931,172202,sr_legacy_food,"Egg, whole, raw, frozen, pasteurized (Includes foods for USDA's Food Distribution Program)",,4.36,9.02,3.68
2932,172203,sr_legacy_food,"Egg, white, raw, frozen, pasteurized",,4.36,9.02,3.68
2933,172204,sr_legacy_food,"Egg, white, dried",,4.36,9.02,3.68
2934,172205,sr_legacy_food,"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D",,4.27,8.79,3.87
2935,172206,sr_legacy_food,"Parmesan cheese topping, fat free",,4.27,8.79,3.87
2936,172207,sr_legacy_food,"Cheese, cream, fat free",,4.27,8.79,3.87
2937,172215,sr_legacy_food,"Cheese, provolone, reduced fat",,4.27,8.79,3.87
2938,172218,sr_legacy_food,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",,4.27,8.79,3.87
2939,172219,sr_legacy_food,"Yogurt, vanilla, low fat, fortified with vitamin D",,4.27,8.79,3.87
2940,172231,sr_legacy_food,"Spices, turmeric, ground",,2.78,8.37,3.84
2941,172232,sr_legacy_food,"Basil, fresh",,2.44,8.37,3.57
2942,172233,sr_legacy_food,"Dill weed, fresh",,2.44,8.37,3.57
2943,172234,sr_legacy_food,"Mustard, prepared, yellow",,3.47,8.37,3.34
2944,172235,sr_legacy_food,"Vanilla extract, imitation, alcohol",,2.44,8.37,3.9
2945,172236,sr_legacy_food,"Vanilla extract, imitation, no alcohol",,2.44,8.37,3.9
2946,172238,sr_legacy_food,"Capers, canned",,1.82,8.37,2.35
2947,172239,sr_legacy_food,"Spearmint, dried",,2.44,8.37,3.57
2948,172246,sr_legacy_food,"Babyfood, meat, pork, strained",,4.27,9.02,
2949,172247,sr_legacy_food,"Babyfood, meat, ham, strained",,4.27,9.02,
2950,172248,sr_legacy_food,"Babyfood, meat, chicken, junior",,4.27,9.02,
2951,172249,sr_legacy_food,"Babyfood, meat, chicken sticks, junior",,4.0,8.7,2.7
2952,172250,sr_legacy_food,"Babyfood, meat, turkey, strained",,4.27,9.02,
2953,172251,sr_legacy_food,"Babyfood, meat, turkey, junior",,4.27,9.02,
2954,172252,sr_legacy_food,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",,3.36,6.37,3.6
2955,172254,sr_legacy_food,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",,3.6,8.37,3.6
2956,172255,sr_legacy_food,"Babyfood, tropical fruit medley",,3.6,8.37,3.6
2957,172256,sr_legacy_food,"Babyfood, dinner, vegetables and dumplings and beef, strained",,4.1,8.9,4.1
2958,172258,sr_legacy_food,"Babyfood, dinner, beef noodle, strained",,4.1,8.9,4.1
2959,172260,sr_legacy_food,"Babyfood, dinner, beef and rice, toddler",,4.1,8.9,4.1
2960,172262,sr_legacy_food,"Babyfood, dinner, vegetables and lamb, junior",,3.7,8.9,3.9
2961,172265,sr_legacy_food,"Babyfood, dinner, vegetables, noodles and chicken, junior",,4.1,8.9,4.1
2962,172267,sr_legacy_food,"Babyfood, dinner, vegetables and noodles and turkey, strained",,4.1,8.9,4.1
2963,172268,sr_legacy_food,"Babyfood, dinner, vegetables and noodles and turkey, junior",,4.1,8.9,4.1
2964,172270,sr_legacy_food,"Babyfood, dinner, macaroni and cheese, junior",,4.2,8.7,4.0
2965,172271,sr_legacy_food,"Babyfood, vegetables, green beans, strained",,2.44,8.37,3.57
2966,172272,sr_legacy_food,"Babyfood, vegetables, green beans, junior",,2.44,8.37,3.57
2967,172275,sr_legacy_food,"Babyfood, vegetables, squash, junior",,2.44,8.37,3.57
2968,172276,sr_legacy_food,"Babyfood, vegetables, sweet potatoes strained",,2.78,8.37,4.03
2969,172277,sr_legacy_food,"Babyfood, vegetables, sweet potatoes, junior",,2.78,8.37,4.03
2970,172278,sr_legacy_food,"Babyfood, fruit, applesauce, junior",,3.36,8.37,3.6
2971,172279,sr_legacy_food,"Babyfood, fruit, apricot with tapioca, strained",,3.36,8.37,3.6
2972,172280,sr_legacy_food,"Babyfood, vegetables, corn, creamed, strained",,2.44,8.37,3.57
2973,172281,sr_legacy_food,"Babyfood, dinner, mixed vegetable, junior",,3.0,8.4,3.8
2974,172282,sr_legacy_food,"Babyfood, fruit, bananas with tapioca, junior",,3.36,8.37,3.6
2975,172283,sr_legacy_food,"Babyfood, vegetables, mix vegetables junior",,2.44,8.37,3.57
2976,172284,sr_legacy_food,"Babyfood, vegetables, garden vegetable, strained",,2.44,8.37,3.57
2977,172327,sr_legacy_food,"Shortening, household, lard and vegetable oil",,,9.02,
2978,172328,sr_legacy_food,"Oil, sunflower, linoleic, (partially hydrogenated)",,,8.84,
2979,172329,sr_legacy_food,"Shortening bread, soybean (hydrogenated) and cottonseed",,,8.84,
2980,172330,sr_legacy_food,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",,,8.82,
2981,172331,sr_legacy_food,"Shortening frying (heavy duty), palm (hydrogenated)",,,8.84,
2982,172332,sr_legacy_food,Shortening household soybean (hydrogenated) and palm,,,8.84,
2983,172333,sr_legacy_food,"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",,,8.84,
2984,172334,sr_legacy_food,"Shortening, confectionery, fractionated palm",,,8.62,
2985,172335,sr_legacy_food,"Oil, nutmeg butter",,,8.62,
2986,172336,sr_legacy_food,"Oil, canola",,,8.84,
2987,172337,sr_legacy_food,"Oil, mustard",,,8.84,
2988,172338,sr_legacy_food,"Oil, sunflower, high oleic (70% and over)",,,8.84,
2989,172340,sr_legacy_food,"Fish oil, herring",,,9.02,
2990,172341,sr_legacy_food,"Fish oil, menhaden",,,9.02,
2991,172342,sr_legacy_food,"Fish oil, menhaden, fully hydrogenated",,,9.02,
2992,172343,sr_legacy_food,"Fish oil, salmon",,,9.02,
2993,172346,sr_legacy_food,"Margarine, regular, 80% fat, composite, stick, with salt",,4.27,8.84,3.87
2994,172347,sr_legacy_food,"Margarine, regular, 80% fat, composite, tub, with salt",,4.27,8.84,3.87
2995,172348,sr_legacy_food,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",,3.87,8.84,4.27
2996,172350,sr_legacy_food,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",,3.87,8.84,4.27
2997,172351,sr_legacy_food,"Margarine-like, vegetable oil spread, fat free, liquid, with salt",,4.27,8.84,3.87
2998,172353,sr_legacy_food,"Margarine-like, vegetable oil spread, fat-free, tub",,4.27,8.84,3.87
2999,172354,sr_legacy_food,"Margarine-like, vegetable oil spread, 20% fat, with salt",,,9.02,
3000,172357,sr_legacy_food,"Oil, industrial, mid-oleic, sunflower",,,8.84,
3001,172358,sr_legacy_food,"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",,,8.84,
3002,172361,sr_legacy_food,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",,,8.84,
3003,172362,sr_legacy_food,"Oil, industrial, soy ( partially hydrogenated), all purpose",,,8.84,
3004,172363,sr_legacy_food,"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",,,8.84,
3005,172364,sr_legacy_food,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",,,8.84,
3006,172365,sr_legacy_food,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",,,8.84,
3007,172366,sr_legacy_food,"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",,,8.84,
3008,172367,sr_legacy_food,"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",,,8.84,
3009,172368,sr_legacy_food,"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",,,8.84,
3010,172370,sr_legacy_food,"Oil, vegetable, soybean, refined",,,8.84,
3011,172373,sr_legacy_food,"Chicken, broilers or fryers, drumstick, meat and skin, raw",,4.27,9.02,3.87
3012,172374,sr_legacy_food,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",,4.27,9.02,3.87
3013,172375,sr_legacy_food,"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",,4.27,9.02,3.87
3014,172376,sr_legacy_food,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",,4.27,9.02,3.87
