,fdc_id,data_type,description,food_category_id,protein_value,fat_value,carbohydrate_value
560,168494,sr_legacy_food,"Asparagus, frozen, cooked, boiled, drained, with salt",,2.44,8.37,3.57
561,168495,sr_legacy_food,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",,2.44,8.37,3.57
562,168496,sr_legacy_food,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",,2.44,8.37,3.57
563,168497,sr_legacy_food,"Bamboo shoots, cooked, boiled, drained, with salt",,2.44,8.37,3.57
564,168498,sr_legacy_food,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",,3.47,8.37,4.07
565,168499,sr_legacy_food,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",,2.44,8.37,3.57
566,168500,sr_legacy_food,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",,2.44,8.37,3.57
567,168501,sr_legacy_food,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",,3.47,8.37,4.07
568,168502,sr_legacy_food,"Beans, snap, green, canned, no salt added, solids and liquids",,2.44,8.37,3.57
569,168503,sr_legacy_food,"Beans, snap, yellow, canned, regular pack, solids and liquids",,2.44,8.37,3.57
570,168504,sr_legacy_food,"Beans, snap, yellow, canned, no salt added, solids and liquids",,2.44,8.37,3.57
571,168505,sr_legacy_food,"Beans, snap, green, canned, no salt added, drained solids",,2.44,8.37,3.57
572,168506,sr_legacy_food,"Beets, cooked, boiled. drained, with salt",,2.78,8.37,3.84
573,168507,sr_legacy_food,"Beets, canned, no salt added, solids and liquids",,2.78,8.37,3.84
574,168508,sr_legacy_food,"Beet greens, cooked, boiled, drained, with salt",,2.44,8.37,3.57
575,168509,sr_legacy_food,"Borage, cooked, boiled, drained, with salt",,2.44,8.37,3.57
576,168510,sr_legacy_food,"Broccoli, cooked, boiled, drained, with salt",,2.44,8.37,3.57
577,168511,sr_legacy_food,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",,2.44,8.37,3.57
578,168512,sr_legacy_food,"Broccoli, frozen, spears, cooked, boiled, drained, with salt",,2.44,8.37,3.57
579,168513,sr_legacy_food,"Brussels sprouts, cooked, boiled, drained, with salt",,2.44,8.37,3.57
580,168514,sr_legacy_food,"Cabbage, common, cooked, boiled, drained, with salt",,2.44,8.37,3.57
581,168515,sr_legacy_food,"Cabbage, red, cooked, boiled, drained, with salt",,2.44,8.37,3.57
582,168516,sr_legacy_food,"Cabbage, savoy, cooked, boiled, drained, with salt",,2.44,8.37,3.57
583,168517,sr_legacy_food,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",,2.44,8.37,3.57
584,168518,sr_legacy_food,"Carrots, canned, no salt added, drained solids",,2.78,8.37,3.84
585,168519,sr_legacy_food,"Carrots, frozen, cooked, boiled, drained, with salt",,2.78,8.37,3.84
586,168520,sr_legacy_food,"Cauliflower, cooked, boiled, drained, with salt",,2.44,8.37,3.57
587,168521,sr_legacy_food,"Cauliflower, frozen, cooked, boiled, drained, with salt",,2.44,8.37,3.57
588,168522,sr_legacy_food,"Chrysanthemum, garland, cooked, boiled, drained, with salt",,2.44,8.37,3.57
589,168523,sr_legacy_food,"Collards, cooked, boiled, drained, with salt",,2.44,8.37,3.57
590,168524,sr_legacy_food,"Collards, frozen, chopped, cooked, boiled, drained, with salt",,2.44,8.37,3.57
591,168525,sr_legacy_food,"Corn, sweet, yellow, cooked, boiled, drained, with salt",,2.44,8.37,3.57
592,168526,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",,3.47,8.37,4.07
593,168527,sr_legacy_food,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",,3.47,8.37,4.07
594,168528,sr_legacy_food,"Cowpeas, young pods with seeds, cooked, boiled, drained, with salt",,2.44,8.37,3.57
595,168529,sr_legacy_food,"Cowpeas, leafy tips, cooked, boiled, drained, with salt",,2.44,8.37,3.57
596,168530,sr_legacy_food,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",,2.44,8.37,3.57
597,168531,sr_legacy_food,"Drumstick leaves, cooked, boiled, drained, with salt",,2.44,8.37,3.57
598,168532,sr_legacy_food,"Drumstick pods, cooked, boiled, drained, with salt",,2.44,8.37,3.57
599,168533,sr_legacy_food,"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",,3.47,8.37,4.07
600,168534,sr_legacy_food,"Lambsquarters, cooked, boiled, drained, with salt",,2.44,8.37,3.57
601,168535,sr_legacy_food,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",,2.44,8.37,3.57
602,168536,sr_legacy_food,"Lotus root, cooked, boiled, drained, with salt",,2.78,8.37,3.84
603,168537,sr_legacy_food,"Mushrooms, white, cooked, boiled, drained, with salt",,2.62,8.37,3.48
604,168538,sr_legacy_food,"Corn, sweet, white, raw",,2.44,8.37,3.57
605,168539,sr_legacy_food,"Corn, sweet, white, cooked, boiled, drained, without salt",,2.44,8.37,3.57
606,168540,sr_legacy_food,"Corn, sweet, white, cooked, boiled, drained, with salt",,2.44,8.37,3.57
607,168541,sr_legacy_food,"Corn, sweet, white, canned, whole kernel, regular pack, solids and liquids",,2.44,8.37,3.57
608,168542,sr_legacy_food,"Corn, sweet, white, canned, vacuum pack, regular pack",,2.44,8.37,3.57
609,168543,sr_legacy_food,"Corn, sweet, white, canned, vacuum pack, no salt added",,2.44,8.37,3.57
610,168544,sr_legacy_food,"Corn, sweet, white, frozen, kernels cut off cob, unprepared",,2.44,8.37,3.57
611,168545,sr_legacy_food,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",,2.44,8.37,3.57
612,168546,sr_legacy_food,"Peppers, sweet, red, canned, solids and liquids",,2.44,8.37,3.57
613,168547,sr_legacy_food,"Peppers, sweet, red, frozen, chopped, unprepared",,2.44,8.37,3.57
614,168548,sr_legacy_food,"Peppers, sweet, red, frozen, chopped, boiled, drained, without salt",,2.44,8.37,3.57
615,168549,sr_legacy_food,"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",,2.44,8.37,3.57
616,168550,sr_legacy_food,"Peppers, sweet, red, sauteed",,2.44,8.37,3.57
617,168551,sr_legacy_food,"Lentils, sprouted, cooked, stir-fried, with salt",,2.44,8.37,3.57
618,168552,sr_legacy_food,"Mountain yam, hawaii, cooked, steamed, with salt",,2.78,8.37,3.84
619,168553,sr_legacy_food,"Tree fern, cooked, with salt",,2.44,8.37,3.57
620,168554,sr_legacy_food,"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",,2.78,8.37,4.03
621,168556,sr_legacy_food,Catsup,,2.44,8.37,3.57
622,168557,sr_legacy_food,"Mushrooms, brown, italian, or crimini, exposed to ultraviolet light, raw",,2.62,8.37,3.48
623,168558,sr_legacy_food,"Pickles, cucumber, dill or kosher dill",,2.44,8.37,3.57
624,168559,sr_legacy_food,"Pimento, canned",,2.44,8.37,3.57
625,168560,sr_legacy_food,"Pickle relish, hot dog",,2.44,8.37,3.57
626,168561,sr_legacy_food,"Pickle relish, sweet",,2.44,8.37,3.57
627,168562,sr_legacy_food,"Pickles, cucumber, sour, low sodium",,2.44,8.37,3.57
628,168563,sr_legacy_food,"Pickles, cucumber, dill, reduced sodium",,2.44,8.37,3.57
629,168564,sr_legacy_food,"Radicchio, raw",,2.44,8.37,3.84
630,168565,sr_legacy_food,"Squash, zucchini, baby, raw",,2.44,8.37,3.57
631,168566,sr_legacy_food,"Tomatillos, raw",,2.44,8.37,3.57
632,168567,sr_legacy_food,"Tomatoes, sun-dried",,2.44,8.37,3.57
633,168568,sr_legacy_food,"Carrots, baby, raw",,2.78,8.37,3.84
634,168569,sr_legacy_food,"Hearts of palm, canned",,2.44,8.37,3.57
635,168570,sr_legacy_food,"Peppers, hot chile, sun-dried",,2.44,8.37,3.57
636,168571,sr_legacy_food,"Nopales, raw",,2.44,8.37,3.57
637,168572,sr_legacy_food,"Cabbage, napa, cooked",,2.44,8.37,3.57
638,168573,sr_legacy_food,"Lemon grass (citronella), raw",,2.44,8.37,3.57
639,168574,sr_legacy_food,"Beans, fava, in pod, raw",,2.44,8.37,3.57
640,168575,sr_legacy_food,"Grape leaves, raw",,2.44,8.37,3.57
641,168576,sr_legacy_food,"Peppers, jalapeno, raw",,2.44,8.37,3.57
642,168577,sr_legacy_food,"Peppers, chili, green, canned",,2.44,8.37,3.57
643,168578,sr_legacy_food,"Peppers, hungarian, raw",,2.44,8.37,3.57
644,168579,sr_legacy_food,"Peppers, pasilla, dried",,2.44,8.37,3.57
645,168580,sr_legacy_food,"Mushrooms, oyster, raw",,2.62,8.37,3.48
646,168581,sr_legacy_food,"Fungi, Cloud ears, dried",,2.62,8.37,3.48
647,168582,sr_legacy_food,"Mushrooms, straw, canned, drained solids",,2.62,8.37,3.48
648,168583,sr_legacy_food,"Wasabi, root, raw",,2.78,8.37,3.84
649,168584,sr_legacy_food,"Fiddlehead ferns, frozen, unprepared",,2.44,8.37,3.57
650,168585,sr_legacy_food,"Nuts, coconut meat, dried (desiccated), creamed",,3.47,8.37,4.07
651,168586,sr_legacy_food,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",,3.47,8.37,4.07
652,168587,sr_legacy_food,"Seeds, sisymbrium sp. seeds, whole, dried",,3.47,8.37,4.07
653,168588,sr_legacy_food,"Nuts, almond butter, plain, without salt added",,3.47,8.37,4.07
654,168589,sr_legacy_food,"Nuts, chestnuts, japanese, boiled and steamed",,3.47,8.37,4.07
655,168590,sr_legacy_food,"Nuts, chestnuts, japanese, roasted",,3.47,8.37,4.07
656,168591,sr_legacy_food,"Seeds, lotus seeds, raw",,3.47,8.37,4.07
657,168592,sr_legacy_food,"Nuts, almonds, honey roasted, unblanched",,3.47,8.37,4.07
658,168593,sr_legacy_food,"Seeds, sunflower seed kernels, oil roasted, with salt added",,3.47,8.37,4.07
659,168594,sr_legacy_food,"Seeds, sunflower seed kernels, toasted, with salt added",,3.47,8.37,4.07
660,168595,sr_legacy_food,"Seeds, sunflower seed butter, with salt added (Includes foods for USDA's Food Distribution Program)",,3.47,8.37,4.07
661,168596,sr_legacy_food,"Nuts, almonds, dry roasted, with salt added",,3.47,8.37,4.07
662,168597,sr_legacy_food,"Nuts, cashew butter, plain, with salt added",,3.47,8.37,4.07
663,168598,sr_legacy_food,"Nuts, macadamia nuts, dry roasted, with salt added",,3.47,8.37,4.07
664,168599,sr_legacy_food,"Nuts, mixed nuts, dry roasted, with peanuts, with salt added",,3.47,8.37,4.07
665,168600,sr_legacy_food,"Nuts, mixed nuts, oil roasted, with peanuts, with salt added",,3.47,8.37,4.07
666,168601,sr_legacy_food,"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",,3.47,8.37,4.07
667,168603,sr_legacy_food,"Nuts, almond butter, plain, with salt added",,3.47,8.37,4.07
668,168604,sr_legacy_food,"Seeds, sesame butter, tahini, type of kernels unspecified",,3.47,8.37,4.07
669,168605,sr_legacy_food,"Beef, retail cuts, separable fat, raw",,4.27,9.02,3.87
670,168606,sr_legacy_food,"Beef, retail cuts, separable fat, cooked",,4.27,9.02,3.87
671,168607,sr_legacy_food,"Beef, brisket, whole, separable lean only, all grades, raw",,4.27,9.02,3.87
672,168608,sr_legacy_food,"Beef, grass-fed, ground, raw",,4.27,9.02,3.87
673,168609,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
674,168610,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",,4.27,9.02,3.87
675,168611,sr_legacy_food,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,4.27,9.02,3.87
676,168612,sr_legacy_food,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
677,168613,sr_legacy_food,"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",,4.27,9.02,3.87
678,168614,sr_legacy_food,"Beef, rib, shortribs, separable lean only, choice, raw",,4.27,9.02,3.87
679,168615,sr_legacy_food,"Beef, rib, shortribs, separable lean only, choice, cooked, braised",,4.27,9.02,3.87
680,168616,sr_legacy_food,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",,4.27,9.02,3.87
681,168617,sr_legacy_food,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, select, cooked, broiled",,4.27,9.02,3.87
682,168618,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",,4.27,9.02,3.87
683,168619,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
684,168620,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",,4.27,9.02,3.87
685,168622,sr_legacy_food,"Beef, variety meats and by-products, brain, raw",,4.27,9.02,3.87
686,168623,sr_legacy_food,"Beef, variety meats and by-products, brain, cooked, pan-fried",,4.27,9.02,3.87
687,168624,sr_legacy_food,"Beef, variety meats and by-products, brain, cooked, simmered",,4.27,9.02,3.87
688,168625,sr_legacy_food,"Beef, variety meats and by-products, heart, raw",,4.27,9.02,3.87
689,168626,sr_legacy_food,"Beef, variety meats and by-products, liver, cooked, braised",,4.27,9.02,3.87
690,168627,sr_legacy_food,"Beef, variety meats and by-products, liver, cooked, pan-fried",,4.27,9.02,3.87
691,168628,sr_legacy_food,"Beef, variety meats and by-products, lungs, raw",,4.27,9.02,3.87
692,168629,sr_legacy_food,"Beef, variety meats and by-products, lungs, cooked, braised",,4.27,9.02,3.87
693,168630,sr_legacy_food,"Beef, variety meats and by-products, mechanically separated beef, raw",,4.27,9.02,3.87
694,168631,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,4.27,9.02,3.87
695,168632,sr_legacy_food,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
696,168633,sr_legacy_food,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",,4.27,9.02,3.87
697,168634,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
698,168635,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,4.27,9.02,3.87
699,168636,sr_legacy_food,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",,4.27,9.02,3.87
700,168637,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
701,168638,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
702,168639,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,4.27,9.02,3.87
703,168640,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
704,168641,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",,4.27,9.02,3.87
705,168642,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
706,168643,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
707,168644,sr_legacy_food,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,4.27,9.02,3.87
708,168645,sr_legacy_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
709,168646,sr_legacy_food,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
710,168647,sr_legacy_food,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw",,4.27,9.02,3.87
711,168648,sr_legacy_food,"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",,4.27,9.02,3.87
712,168649,sr_legacy_food,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",,4.27,9.02,3.87
713,168650,sr_legacy_food,"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled",,4.27,9.02,3.87
714,168651,sr_legacy_food,"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",,4.27,9.02,3.87
715,168652,sr_legacy_food,"Beef, ground, 70% lean meat / 30% fat, raw",,4.27,9.02,3.87
716,168663,sr_legacy_food,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked",,4.27,9.02,3.87
717,168664,sr_legacy_food,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
718,168665,sr_legacy_food,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",,4.27,9.02,3.87
719,168666,sr_legacy_food,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
720,168667,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",,4.27,9.02,3.87
721,168668,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
722,168669,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,4.27,9.02,3.87
723,168670,sr_legacy_food,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
724,168671,sr_legacy_food,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,4.27,9.02,3.87
725,168672,sr_legacy_food,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
726,168673,sr_legacy_food,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",,4.27,9.02,3.87
727,168675,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
728,168676,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,4.27,9.02,3.87
729,168677,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,4.27,9.02,3.87
730,168678,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
731,168679,sr_legacy_food,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",,4.27,9.02,3.87
732,168680,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
733,168681,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
734,168682,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",,4.27,9.02,3.87
735,168683,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",,4.27,9.02,3.87
736,168684,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",,4.27,9.02,3.87
737,168685,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",,4.27,9.02,3.87
738,168686,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",,4.27,9.02,3.87
739,168687,sr_legacy_food,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",,4.27,9.02,3.87
740,168688,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,4.27,9.02,3.87
741,168689,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,4.27,9.02,3.87
742,168690,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
743,168691,sr_legacy_food,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",,4.27,9.02,3.87
744,168694,sr_legacy_food,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
745,168695,sr_legacy_food,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,4.27,9.02,3.87
746,168696,sr_legacy_food,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",,4.27,9.02,3.87
747,168697,sr_legacy_food,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
748,168698,sr_legacy_food,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,4.27,9.02,3.87
749,168699,sr_legacy_food,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,4.27,9.02,3.87
750,168700,sr_legacy_food,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
751,168701,sr_legacy_food,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
752,168702,sr_legacy_food,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,4.27,9.02,3.87
753,168703,sr_legacy_food,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
754,168704,sr_legacy_food,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",,4.27,9.02,3.87
755,168705,sr_legacy_food,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
756,168706,sr_legacy_food,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",,4.27,9.02,3.87
757,168708,sr_legacy_food,"Beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, pan-fried",,4.27,9.02,3.87
758,168709,sr_legacy_food,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,4.27,9.02,3.87
759,168710,sr_legacy_food,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,4.27,9.02,3.87
760,168711,sr_legacy_food,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",,4.27,9.02,3.87
761,168712,sr_legacy_food,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
762,168713,sr_legacy_food,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",,4.27,9.02,3.87
763,168715,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
764,168716,sr_legacy_food,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",,4.27,9.02,3.87
765,168717,sr_legacy_food,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
766,168718,sr_legacy_food,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",,4.27,9.02,3.87
767,168719,sr_legacy_food,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
768,168720,sr_legacy_food,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",,4.27,9.02,3.87
769,168721,sr_legacy_food,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, raw",,4.27,9.02,3.87
770,168722,sr_legacy_food,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,4.27,9.02,3.87
771,168723,sr_legacy_food,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,4.27,9.02,3.87
772,168724,sr_legacy_food,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",,4.27,9.02,3.87
773,168725,sr_legacy_food,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",,4.27,9.02,3.87
774,168726,sr_legacy_food,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,4.27,9.02,3.87
775,168727,sr_legacy_food,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
776,168728,sr_legacy_food,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,4.27,9.02,3.87
777,168729,sr_legacy_food,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,4.27,9.02,3.87
778,168730,sr_legacy_food,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",,4.27,9.02,3.87
779,168731,sr_legacy_food,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",,4.27,9.02,3.87
780,168732,sr_legacy_food,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",,4.27,9.02,3.87
781,168733,sr_legacy_food,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",,4.27,9.02,3.87
782,168734,sr_legacy_food,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",,4.27,9.02,3.87
783,168735,sr_legacy_food,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",,4.27,9.02,3.87
784,168736,sr_legacy_food,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",,4.27,9.02,3.87
785,168737,sr_legacy_food,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",,4.27,9.02,3.87
786,168738,sr_legacy_food,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,4.27,9.02,3.87
787,168739,sr_legacy_food,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled",,4.27,9.02,3.87
788,168740,sr_legacy_food,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,4.27,9.02,3.87
789,168741,sr_legacy_food,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,4.27,9.02,3.87
